Model;Feature_Type;F1 (mean ± std);BC_Only (mean ± std);RGC_Only (mean ± std);BC_and_RGC (mean ± std)
MultiBranchCNN;WPD;0,57 ± 0,0;0,607 ± 0,0;0,964 ± 0,0;0,25 ± 0,0
